Source : https://data.sncf.com
Thème : Régularité des TGV
Périodicité : mensuelle
Début : 2012
Fin : 2015


La régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet.
L’indicateur utilisé est celui de la « régularité composite » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue pour un trajet de moins de 1h30, dix minutes pour un trajet de 1h30 à 3h,
et quinze minutes pour un trajet de plus de 3h.Un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, 
le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).

  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 | Année| Mois | Id Trajet | Id Gare de départ| Gare de départ                      | Id Gare d'arrivée| Gare d'arrivée                      | Nombre de TGV programmés | Nombre de TGV annulés | Nombre de TGV en retard|
*| 2012 | 2    | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 455                      | 6                     | 46                     |
*| 2012 | 2    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 281                      | 0                     | 35                     |
*| 2012 | 2    | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 58                       | 1                     | 11                     |
*| 2012 | 2    | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 58                       | 1                     | 8                      |
*| 2012 | 2    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 336                      | 0                     | 55                     |
*| 2012 | 2    | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 147                      | 0                     | 22                     |
*| 2012 | 2    | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 534                      | 1                     | 74                     |
*| 2012 | 2    | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 94                       | 0                     | 8                      |
*| 2012 | 2    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 138                      | 0                     | 35                     |
*| 2012 | 2    | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 165                      | 0                     | 19                     |
*| 2012 | 2    | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 369                      | 3                     | 48                     |
*| 2012 | 2    | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 554                      | 0                     | 122                    |
*| 2012 | 2    | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 337                      | 1                     | 106                    |
*| 2012 | 2    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 29                       | 0                     | 10                     |
*| 2012 | 2    | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 485                      | 6                     | 42                     |
*| 2012 | 2    | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 336                      | 0                     | 50                     |
*| 2012 | 2    | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 276                      | 0                     | 27                     |
*| 2012 | 2    | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 556                      | 0                     | 65                     |
*| 2012 | 2    | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 143                      | 0                     | 21                     |
*| 2012 | 2    | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 140                      | 0                     | 16                     |
*| 2012 | 2    | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 195                      | 0                     | 27                     |
*| 2012 | 2    | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 544                      | 0                     | 71                     |
*| 2012 | 2    | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 96                       | 1                     | 22                     |
*| 2012 | 2    | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 227                      | 4                     | 50                     |
*| 2012 | 2    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 325                      | 0                     | 58                     |
*| 2012 | 2    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 311                      | 1                     | 50                     |
*| 2012 | 3    | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 183                      | 0                     | 4                      |
*| 2012 | 3    | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 260                      | 0                     | 35                     |
*| 2012 | 3    | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 218                      | 0                     | 15                     |
